"","x"
"1",-1.27807095467432
"2",0.824721129207404
"3",1.51229364510457
"4",1.48852361164661
"5",0.795817142896247
"6",1.75570122234675
"7",0.426224785193055
"8",0.82116257937561
"9",1.63631207009283
"10",1.13915137025541
"11",3.05991890455505
"12",0.00387002031625389
"13",0.31367564920361
"14",1.16009295190079
"15",1.83269385529498
"16",0.889933481890278
"17",-0.0869808533715999
"18",1.99886022266759
"19",0.317924454675002
"20",1.60426161468479
"21",-1.47376107259998
"22",-0.738093762172797
"23",-0.572565320786336
"24",0.505738757867583
"25",1.89926541519404
"26",1.47508317329562
"27",1.54174252030483
"28",0.859351639826324
"29",1.93352999492595
"30",0.184341258746159
"31",0.732804875684235
"32",2.54423550000323
"33",1.96894207615682
"34",3.04718926926674
"35",2.29868313996379
"36",3.53571884448554
"37",1.73272030707616
"38",3.23143101096357
"39",1.38341237727897
"40",4.12131221661558
"41",3.96101346334524
"42",2.91200714199032
"43",3.68720708441935
"44",3.05272480223059
"45",4.80039785975934
"46",2.90220480899301
"47",2.85233570582673
"48",2.12336689812903
"49",2.62303859681021
"50",3.11428766322446
"51",2.81924429121973
"52",2.43715914445886
"53",3.73122374853152
"54",3.46666288266849
"55",5.09589507177014
"56",3.68627957547812
"57",2.73636685479511
"58",2.78311489531216
"59",1.67132585741362
"60",2.43250455702275
"61",2.90075416691078
"62",4.45860850331818
"63",3.9151223502553
"64",3.86739889505486
"65",1.64696696916251
"66",2.67980514694358
"67",1.74743177384392
"68",1.08113124123545
"69",0.711964876974208
"70",0.877536582712139
"71",0.271792148962231
"72",-1.31085014160827
"73",-1.29863357896986
"74",-1.20596482435416
"75",-1.97681070949954
"76",-0.402243913036514
"77",-0.0499087916749713
"78",-0.288985757431373
"79",-1.52004678949577
"80",-2.0906955112063
"81",-1.93586247964168
"82",-3.08029940288523
"83",-2.23804582219187
"84",-3.42000830611562
"85",-0.44005977118216
"86",-1.33332907663821
"87",1.83951107220723
"88",0.162690080747624
"89",1.27007441613264
"90",1.27685549543752
"91",-0.603290158676343
"92",0.0849585882519056
"93",-1.78801598237193
"94",-0.319088245030336
"95",-1.50521853246745
"96",0.431001352460034
"97",-1.14665132694771
"98",-2.04389295739549
"99",-0.897752267168784
"100",-2.12774553518657
