"","x"
"1",0.680883365206538
"2",0.178556901691135
"3",1.52227200362757
"4",0.222272711127545
"5",1.5941476086288
"6",-0.00243956797143791
"7",-0.811007020440104
"8",-0.541735847677397
"9",0.1862849001621
"10",-2.34460115757793
"11",-1.60694540453274
"12",-2.25768981033672
"13",-1.29819144158667
"14",-0.984001370199997
"15",-1.57622436102795
"16",-2.69582769402021
"17",-3.49296476033467
"18",-3.21852577989042
"19",-2.17682973554164
"20",-2.76031369948142
"21",-3.79092187509614
"22",-1.92055817211862
"23",-2.93584874552835
"24",-2.15487117020419
"25",-1.41316522720213
"26",-3.21328049456995
"27",-2.57670303833785
"28",-3.14496104881427
"29",-1.60886567469037
"30",-2.06924540934017
"31",-0.181589268612987
"32",-0.58582302708567
"33",-1.36692890422503
"34",-2.77435890508075
"35",-2.17615892028862
"36",-1.52824163740693
"37",-2.8996310635977
"38",-1.80092615830461
"39",-0.863190112319796
"40",-0.764008499404419
"41",-0.736069054146425
"42",0.0467532147104853
"43",-1.38079760745414
"44",-0.285946583189819
"45",-0.747719937304716
"46",-0.407151504612042
"47",-0.357153609396572
"48",-0.642380069529254
"49",-0.881385791666406
"50",0.038317416020795
"51",-0.00279921316935131
"52",0.405737651302685
"53",-0.962342662244467
"54",0.0876354027145575
"55",-1.4438344813832
"56",-1.3063541692051
"57",-1.15899356171551
"58",0.0276547548744634
"59",-1.34244495677665
"60",-1.45055631509619
"61",0.667865798749165
"62",0.963497979600039
"63",-1.01595699233219
"64",-1.43150747270887
"65",-1.38656531823986
"66",-1.35672601081728
"67",-1.05885951622437
"68",-0.66052179636531
"69",-3.33621815524617
"70",-0.733604482800282
"71",-0.338959379687925
"72",-1.94863331445468
"73",-2.48315005233693
"74",-0.917373888058884
"75",-1.42078329409607
"76",-0.867171872559462
"77",-1.84644680896957
"78",-0.664956246033525
"79",-0.918009294277608
"80",-0.829438771720566
"81",-0.697385164408053
"82",0.639493392982171
"83",-0.704189954384378
"84",-1.05030102033514
"85",0.925098488520838
"86",0.418500423027727
"87",-0.219847741538361
"88",2.10535238882448
"89",0.0263966641441669
"90",0.702210962368293
"91",0.399534739072033
"92",-0.734893705890955
"93",-0.83110368382076
"94",-0.0486577020262133
"95",-1.00344762275674
"96",-0.806745569012007
"97",-0.365924910057954
"98",-4.62408782610338
"99",-0.418722303629696
"100",-2.44679979468571
