"","x"
"1",-0.170984152791876
"2",-1.04686500892569
"3",-0.976789759163409
"4",0.0556832780244444
"5",0.612877994817944
"6",-0.615226401751201
"7",0.442897568181435
"8",0.605124516800797
"9",-1.6792228986695
"10",0.525059299667085
"11",-0.791920698181311
"12",-0.0293551684386103
"13",-1.20009560241178
"14",2.21900133005083
"15",-1.21672584761134
"16",1.87657171087647
"17",-2.36963322317906
"18",2.16790809676493
"19",-0.180229884062638
"20",-1.37447980495897
"21",1.23437271083651
"22",-2.9068714023566
"23",2.85953323427481
"24",-1.88284607850157
"25",2.87304157009888
"26",-2.72843226079741
"27",4.77108994805677
"28",-2.92692721760213
"29",3.5319038854698
"30",-3.61685673665518
"31",2.98944661765361
"32",-1.9017171565535
"33",1.6163359745028
"34",-2.28028920112075
"35",1.42143079513879
"36",-0.774526072825044
"37",2.63822003462168
"38",-2.60571500522514
"39",1.00687935031302
"40",-0.818808817583645
"41",-0.505428005715651
"42",0.0547872547188211
"43",-0.687826250610249
"44",-0.272555660988089
"45",0.930531761859068
"46",-1.0451104522416
"47",1.02929745699071
"48",0.548079649244026
"49",1.1215029749444
"50",-2.63221767198384
"51",0.876290079679917
"52",-0.537753224049783
"53",0.00762969959877979
"54",1.10491803866061
"55",0.581697684174678
"56",0.839377104756243
"57",-0.449294835721357
"58",-1.92432870893116
"59",3.28201452018822
"60",-4.31516202259834
"61",4.16660626661577
"62",-3.67685772326204
"63",4.23770275914887
"64",-2.73719252842655
"65",1.97709921394269
"66",-1.76656733539514
"67",1.60376194005232
"68",-2.59578074809427
"69",3.57146399640224
"70",-4.09069962191771
"71",4.7844042730274
"72",-4.93472477563701
"73",5.18501709906104
"74",-3.89112080017652
"75",2.69139047331049
"76",-1.41500555307005
"77",3.35779506816462
"78",-3.15853461988779
"79",3.45919451095493
"80",-3.47846086498888
"81",2.82588190748787
"82",-1.95302191637066
"83",-0.921648646502655
"84",0.573057051142394
"85",-1.88406014728614
"86",0.792495625603281
"87",-0.160357709101615
"88",0.94631583222338
"89",-1.62239028269897
"90",-0.255272538865498
"91",-0.122191790141403
"92",-0.232037940211128
"93",-0.875295346830982
"94",1.10898406680323
"95",-1.41134967699472
"96",0.44287656314192
"97",-1.8538822365457
"98",2.31042309901645
"99",-2.10405941053586
"100",0.728478081035519
