"","x"
"1",-0.890832294364335
"2",-1.22481990051953
"3",-0.588454810226366
"4",1.00488772838117
"5",1.1199752722552
"6",2.06577809214795
"7",-2.75056783351104
"8",-1.56648157292716
"9",-0.735479545847472
"10",2.61145804385356
"11",-0.342799690953804
"12",-0.606288867545481
"13",-1.75575933837203
"14",0.199777295772243
"15",2.15976788835582
"16",-0.359013792783923
"17",-1.14635084553794
"18",1.69579415126719
"19",-0.269725305191395
"20",-0.156821469961304
"21",-0.0556974579115803
"22",-0.0685496115761258
"23",0.220517312822592
"24",1.57537931776613
"25",-3.90518450080944
"26",0.910601258514015
"27",0.239689020346989
"28",0.75712836274521
"29",-0.242732438333224
"30",-0.316783079730304
"31",-0.439809798196926
"32",-0.308246430879863
"33",-0.259011540702519
"34",0.47808644548605
"35",1.01595032620335
"36",0.683799391387524
"37",-1.17579616101942
"38",0.458832016385041
"39",-0.602468372870882
"40",-0.347515162167793
"41",1.0346307243575
"42",-0.699584481353086
"43",-0.292939362951403
"44",0.731436080821338
"45",-0.63161232412962
"46",1.58981794043273
"47",-1.03531376534871
"48",-1.72232283218874
"49",0.145700451044509
"50",1.88378338972719
"51",-0.30351262109088
"52",-0.592511011261927
"53",-1.19606564338882
"54",1.10478254174712
"55",1.44967566925962
"56",-1.7628073669877
"57",-0.918079591151931
"58",-0.390792586668425
"59",1.26762887873792
"60",0.380146014861883
"61",-0.674681320137798
"62",0.404477064650077
"63",-0.968376855968749
"64",1.49341273772503
"65",-0.508928505672552
"66",2.17777372307243
"67",-2.79312075479764
"68",-0.450350813460628
"69",1.40139936019945
"70",0.73392261231096
"71",-0.53779323308673
"72",1.31200651201031
"73",-1.18571216682674
"74",0.840675426982784
"75",0.479872747955124
"76",-1.92114971321398
"77",-0.0221993604875987
"78",-0.241550499076306
"79",-0.795836541593134
"80",3.07615050625119
"81",0.365464149680507
"82",-0.402223682988675
"83",-1.82392403802633
"84",1.79253594363217
"85",0.17195267788572
"86",-1.6981602603002
"87",-0.815766810130948
"88",1.66350547162473
"89",-1.38052579146888
"90",0.990165223458675
"91",0.320137417223204
"92",0.975662248258597
"93",-2.36869300108841
"94",-0.385201615640837
"95",1.86005597114216
"96",-2.88174955596674
"97",0.330384025215401
"98",0.778247958751275
"99",1.51735890901523
"100",-0.0892195432225349
