"","x"
"1",0.6522212497686
"2",-0.414784122475713
"3",-0.677837220582144
"4",0.300676455754492
"5",1.32630149330671
"6",0.846159210841041
"7",-1.90677561875755
"8",-0.768426444851721
"9",1.14054248851145
"10",1.55732438062021
"11",0.000779924924696251
"12",0.307536723120373
"13",1.02975492014857
"14",-0.914045146754402
"15",-0.421901453675274
"16",0.98832213026866
"17",2.8998986501331
"18",2.18034337960965
"19",0.851877578609565
"20",0.351322113656172
"21",-0.0771234277884079
"22",1.49412591265467
"23",2.69802813723896
"24",2.03927493903927
"25",-0.339770993901794
"26",-2.97929470663392
"27",-2.30580652120178
"28",-0.54011607684432
"29",-0.963036226990276
"30",-1.18835151076218
"31",-1.5403171729549
"32",0.0992956796995756
"33",1.51654825065806
"34",-0.0605371624852646
"35",-1.64311754399292
"36",-1.028561493699
"37",-1.2774478998649
"38",-2.29085418650038
"39",-0.513607382015651
"40",-1.27161333899691
"41",-2.05820595234871
"42",-1.12497057634477
"43",-0.460136089821236
"44",-1.25590061409516
"45",-1.02907899012208
"46",1.05216262748486
"47",0.322059089900207
"48",1.24061137540777
"49",5.09865297976174
"50",5.1118749160542
"51",-0.440263449170896
"52",-2.31987073408556
"53",-0.307067015329921
"54",1.00270348378547
"55",0.361470343253782
"56",-1.17385128729758
"57",-2.1252828828387
"58",-2.27345183128548
"59",-1.51635647115791
"60",-0.633044183850837
"61",2.132968074236
"62",2.43759036922296
"63",-1.80696223442831
"64",-1.39374683993295
"65",1.12885679045712
"66",0.00337515364816793
"67",-0.740379791578762
"68",-0.487396924905387
"69",0.6113392914373
"70",0.292406601594443
"71",-0.208896507087496
"72",-1.43741736016659
"73",-1.60810949263482
"74",-3.76974147511935
"75",-2.31157185978727
"76",0.580430813459381
"77",1.13225548848314
"78",2.48573387288813
"79",-0.449224201203728
"80",-0.598634308873493
"81",0.990852027575173
"82",0.799813705270241
"83",0.0970345360441371
"84",0.34256410547843
"85",2.45098685592289
"86",1.1304118815753
"87",-0.487075115011366
"88",0.549142086073002
"89",1.40423490968376
"90",-0.569644056596546
"91",-1.48720722735559
"92",-0.752940189704037
"93",1.40451432189684
"94",0.925135109045615
"95",-1.85334238047368
"96",-1.65827830287862
"97",-0.174750902268998
"98",1.04468274992071
"99",1.62539942012922
"100",0.625070556561215
