"","x"
"1",1.09218939147072
"2",1.76195667405032
"3",-1.21598474159469
"4",-1.11481672511042
"5",2.1724687283884
"6",-1.33258618337648
"7",-0.384821733984857
"8",2.04836556538552
"9",0.174685936541772
"10",2.67526869607609
"11",-1.61185018169391
"12",-2.36492542060997
"13",-0.877077945573739
"14",2.40684463783872
"15",-1.5643459642107
"16",0.862206499728432
"17",-0.151614418952208
"18",0.457178382764754
"19",-0.11977763094829
"20",0.68657427941727
"21",-1.79131374617014
"22",1.16398794987206
"23",-1.0628830116797
"24",1.07748681613303
"25",0.709058171194981
"26",1.16740391290104
"27",-3.04723072923125
"28",3.05212271707851
"29",-1.4162237866708
"30",-0.949502877063569
"31",0.8343171766822
"32",-1.51974326877739
"33",0.971269033481123
"34",-0.266225839261695
"35",-0.570847841654442
"36",1.29760256606362
"37",-1.11118564259627
"38",-1.59355887694165
"39",-0.164530725912468
"40",1.11701273035363
"41",1.7405598696394
"42",-2.24433565701921
"43",0.357521478054134
"44",0.156137493430585
"45",-0.434118793594351
"46",-0.546744188888971
"47",2.08505745426652
"48",2.40429707342128
"49",-0.945034392137711
"50",-2.47009549494175
"51",0.244476348462295
"52",0.795226013406377
"53",-0.508623698520149
"54",1.06862324570247
"55",-1.11835121039146
"56",0.870595933330862
"57",-0.563531956364808
"58",-1.83422128540974
"59",0.0811573658742072
"60",0.586779838790474
"61",-0.819011072726507
"62",2.48588540919702
"63",-1.97502897203804
"64",0.868487930948749
"65",0.663660559201026
"66",0.931908197766663
"67",0.192452967430924
"68",-1.97603979815385
"69",0.701782464819385
"70",0.719619742396796
"71",-0.725697296211643
"72",1.03734016367046
"73",0.165574088904515
"74",-1.60385599660371
"75",-0.605262207995617
"76",2.11925491088185
"77",-0.05929517296843
"78",-1.59193891951351
"79",-0.0681754383655057
"80",1.27301382356348
"81",-1.13626500418797
"82",-0.107087875867223
"83",-0.0953027786581997
"84",3.61346584892164
"85",-1.9802450526898
"86",-2.6420347929038
"87",1.26580330981706
"88",0.65180707827248
"89",0.0908561298871842
"90",-1.58843351891455
"91",0.835880499432667
"92",-0.482568218985974
"93",1.79127243041241
"94",-0.459980435420064
"95",-2.19793053523329
"96",0.552281918829241
"97",1.78944585765426
"98",-2.22355634931948
"99",0.856579028413906
"100",-0.0843213840848751
"101",-0.202594157400137
"102",-0.191141800800735
"103",1.22618751313444
"104",1.29385721718371
"105",-1.88670723560793
"106",-1.00560861601317
"107",-1.18800010046617
"108",1.01194373599316
"109",2.70349370837252
"110",-0.741033688410091
"111",0.766889065150575
"112",-1.25854866697586
"113",0.353548459825946
"114",-0.940648158536215
"115",-0.116227586959069
"116",0.594452024428911
"117",0.257897037161488
"118",-1.18835876410189
"119",-0.573456328874511
"120",1.02020486018224
"121",-0.414420644995413
"122",1.43768455254973
"123",-0.694659079300752
"124",-1.24656436295894
"125",0.758311454601164
"126",-0.221204140850214
"127",0.404801110124552
"128",1.99203748730982
"129",0.974840666645778
"130",-1.84824563117951
"131",-1.20963084584824
"132",0.839784176259143
"133",-1.11328204293752
"134",-0.276770129322106
"135",0.958660689991422
"136",-1.29892422864426
"137",-0.0465628705460352
"138",0.558059189426173
"139",1.75219122784061
"140",-0.64662886165611
"141",-0.135418960236181
"142",-0.283687583078651
"143",-1.22073484971801
"144",-0.0662876667713254
"145",0.970516712924403
"146",1.13324927693638
"147",0.854589131743006
"148",1.50349629808014
"149",-0.454179449150971
"150",-3.49150177264847
"151",0.0397720491578809
"152",0.987817543961465
"153",1.3458700536086
"154",-0.656531806464444
"155",-0.0853567537550293
"156",-0.518756733778006
"157",1.58556829892264
"158",-1.58998689047925
"159",-0.963163602648435
"160",-2.00291146818363
"161",1.39257025475578
"162",1.9347770256638
"163",-0.590413747130084
"164",-0.251333209493913
"165",0.312128057542193
"166",1.07944837585123
"167",-1.48278342214042
"168",-1.31555421809149
"169",3.6843051484594
"170",0.200014881157903
"171",-0.250343182754051
"172",-1.0998058611526
"173",-2.90203783613452
"174",-0.160190952441061
"175",1.9389038025919
"176",1.41627430968669
"177",-1.26181234531531
"178",-0.406982472334689
"179",0.455969179443286
"180",-0.875828385268289
"181",0.99249386159963
"182",0.0105933728909042
"183",-0.134433405674179
"184",1.47885481555779
"185",-0.219353891279426
"186",0.850887272432943
"187",-0.920332942449484
"188",2.05429744637843
"189",-1.49160637792182
"190",0.981932332056625
"191",-0.256603898335082
"192",-2.66277572101727
"193",-1.16539566676348
"194",1.47401716412517
"195",-0.123250882069834
"196",-0.383830652545423
"197",1.12903999467342
"198",-0.553132194804162
"199",0.811958055817984
"200",0.572028979062306
"201",-0.780810565375396
"202",-1.44635416621911
"203",1.25780292520991
"204",0.33897794250747
"205",-0.465622916134021
"206",0.182375190815618
"207",0.806265360357134
"208",-1.33795126175903
"209",-0.61122461020112
"210",0.405410361400756
"211",0.22205354824976
"212",0.999237224848837
"213",0.105461362077434
"214",-1.24922077838389
"215",-0.0837668232763098
"216",1.68709581521859
"217",-1.99098895789752
"218",0.0839694465602497
"219",1.84477371117405
"220",-1.66340687136654
"221",0.3183115454332
"222",-1.14861860469135
"223",1.48954994813493
"224",-0.295966875488011
"225",0.87224220586451
"226",-1.82939373504683
"227",0.272848962975859
"228",0.856130427317804
"229",1.04295801352653
"230",-0.778903014075656
"231",-1.65690344385762
"232",0.308425827537357
"233",0.4722415344716
"234",0.862201945246741
"235",-1.07821315726331
"236",1.18412251936711
"237",-0.344472947069298
"238",-0.519699363792779
"239",0.599343734145096
"240",0.253747464496801
"241",0.118759423745582
"242",-1.34763752491702
"243",1.40682904619452
"244",0.399525439674434
"245",-0.333921886330655
"246",-0.359538456000904
"247",-0.502303202514403
"248",-1.75178229527511
"249",1.80918157071043
